title,authors,overview
Italian Dreams,['Steven Rothfeld'],"An impressionist, sensuous celebration of Italy via stunning and dreamy handmade Polaroid transfers of muted colors and soft lines.

                        <p>In this sensuous celebration of Italy, the photography of Rothfeld evokes a dreamer's Italy, a captivating land made up of dusk along Venice's romantic canals, dawn in the valleys of Tuscany, and sunlight on the snowy peaks of the majestic Alps. Reflections by Dante, Keats and others who have adored Italy through the ages accompany this photographic dreamscape.
</p>"
Rocky Sung's Guide To Chinese Astrology And Feng Shui 2001,['Rocky Sung'],"As the leading Feng Shui Master today, Rocky Siu Kwong Sung created his own unique method of prediction by combining the traditional Chinese stars, the principle of Yin and Yang and the philosophy underlying Feng Shui."
Tomatoes: A Country Garden Cookbook,['Jesse Ziff Cool'],"Beautifully designed and exquisitely photographed, this unique series showcases sensational recipes that exhibit the wonderful versatility of fruits and vegetables, fresh from the garden or greengrocer's basket."
Pears: A Country Garden Cookbook,"['Hazen, Janet.']","Beautifully designed and exquisitely photographed, this unique series showcases sensational recipes that exhibit the wonderful versatility of fruits and vegetables, fresh from the garden or greengrocer's basket."
Arnold Palmer: A Personal Journey,"['Thomas Hauser', 'Arnold Palmer']","Best selling author Thomas Hauser reveals for the first time who Arnold Palmer, the man, really is. Telling anecdotes and classic and contemporary photographs capture the professional and the private personality of this golfing legend.

                        <p>From his humble beginnings to his undisputed title of ""Athlete of the Decade"" in the 1960s, Palmer remains golf's most beloved star. Here, over 250 photos--many in color--along with fascinating text by a bestselling author reveal the real Palmer. Includes telling anecdotes from Palmer himself, other golfers, sports writers, and family members.
</p>"
A Day In The Life Of Thailand,"['Steve Van Beek', 'Susan Wells', 'David Cohen', 'Rick Browne', 'James Marshal']","Celebrating the extraordinary beauty within the ordinary events of an average day, <i>A Day in the Life of Thailand</i> brings a fascinating world of exquisite color and grace within easy reach."
Dick Clark's American Bandstand (souvenir Collectors' Edition),"['Dick Clark', 'Fred Bronson']","Dick Clark's American Bandstand is the evocative souvenir of the show's history and one of the first opportunities Clark has had to reminisce about the people who produced, watched, and appeared on American Bandstand. His reflections on the early days of rock 'n' roll, when Bandstand played such an influential role in bringing the new sound to a mass audience, are a blast from the past for the generations of people who grew up with the show. Colorful memorabilia from each decade and extensively captioned photographs from the Bandstand archives provide visual counterpoint to Clark's candid, behind-the-scenes look at the program. With a magnificent full-size poster of ""footprint"" dance steps, anecdotes about songs and performers, and sidebars filled with facts and trivia about the music and the kids who danced on the show, this nostalgic book is a rockin' trip down memory lane."
"Dips, Salsas, And Spreads (easy Entertainment Series)",['Jane Horn'],"Dips, Salsas &amp; Spreads offers a versatile selection of recipes that will give any host or hostess the appearance of having slaved in the kitchen for hours. Each irresistible recipe tastes better than the next - from White Bean Mousse to Roasted Red Bell Pepper Dip, Pomegranate and Walnut Paste to Brie with Roasted Garlic and Olives. There is even an entire section devoted to classic and innovative varieties of salsa - the nation's most popular condiment - including Charred Green Salsa, Mango Salsa, and Wild Mushroom Salsa. Rounding out the delightful array of spreadables and their accompaniments are full menu selections, useful tips on entertaining large groups, advice on keeping a well-stocked pantry and on collecting the most useful cooking utensils and serving dishes to set the stage for worry-free preparation and smashingly successful parties. In the series' format, vegetarian selections are clearly marked with a special icon, and stunning, full-color photographs illustrate recipes throughout."
How to Think About God: A Guide for the 20th-Century Pagan,['Mortimer J. Adler'],"Dr. Adler, in his discussion, extends and modernizes the argument for the existence of God developed by Aristotle and Aquinas. Without relying on faith, mysticism, or science (none of which, according to Dr. Adler, can prove or disprove the existence of God), he uses a rationalist argument to lead the reader to a point where he or she can see that the existence of God is not necessarily dependent upon a suspension of disbelief. Dr. Adler provides a nondogmatic exposition of the principles behind the belief that God, or some other supernatural cause, has to exist in some form. Through concise and lucid arguments, Dr. Adler shapes a highly emotional and often erratic conception of God into a credible and understandable concept for the lay person."
A Day In The Life Of India,"['Michael Tobias', 'Raghu Rai']","During the first week of February, 1995 many of the subcontinent's finest photojournalists and film makers fanned out across the country to record for posterity an adventure of enormous fascination and complexity - a visual time capsule of the world's most diverse nation. Under the editorial guidance of internationally acclaimed writer, ecologist, and film maker Michael Tobias and renowned Indian photographer Raghu Rai, photographic teams visited nearly every state and union territory to discover the elusive passions of a country that defies easy definition. The result: more than 30,000 images and 200 hours of film footage that together form a sumptuous portrait of a nation."
The Sun Guide To The Jumps 2004-5,['Damian Walker (editor)'],"Everything you need to know about the 2004-5 Jumps season is contained in this compact, informative guide that is produced in association with The Sun newspaper. Features major race fixtures for the 2004-2005 season, dates, times and venues for all the fixtures of the Jumps season, lists of leading trainers and jockeys, and more. This resource is an exclusive behind-the-scenes guide to the top jump yards, featuring interviews with high-profile names in the sport including Martin Pipe, Philip Hobbs, Nicky Henderson and Paul Nicholls."
Somebody Loves You (passionate Peanuts),['Charles M Schulz'],"If love is the language of the heart, the Peanuts gang has their very own dialect - the poetry of chocolate, dog kisses, even a kick in the shins all translate into ""I love you!"" This heartwarming collection of Peanuts' most sentimental moments celebrates the humor and joy in expressing one's love for another."
Ronald Reagan: The Wisdom And Humor Of The Great Communicator,"['Ronald Reagan', 'Frederick J., Jr. Ryan']","In a unique collection of photographs and quotations, a celebration of the warmth, wisdom, and humor of Ronald Reagan."
Requiem For The Heartland: The Oklahoma City Bombing,"['Cohen', 'David']","In an age of constant and instantaneous visual communication, we see disasters and calamities played out before our eyes every day. Images of plane crashes and typhoons, famines and war, murders and abuse come tumbling into our homes with soul-numbing regularity. 
<p>But the April 19, 1995, terrorist blast in Oklahoma City was somehow different. This wasn't Bosnia or Rwanda or even New York City. This was the heart of America. And if little children could not be completely safe at 9:02 in the morning in the America's Kids day care center in Oklahoma City, we all knew in a flash that none of us could ever be completely safe anywhere.</p>
<p>When we got over our initial shock, most Americans wondered, ""What can I do to help?"" There came a great outpouring of aid and concern. Rescuers flew to Oklahoma City from all over the country. Money and supplies were sent. Condolence posters were signed in 62 shopping malls. Prayers were sent over the Internet. Cards and letters arrived by the truckload. Enough flowers were sent to provide fresh bouquets for every household in Oklahoma City.</p>
<p>We believe that it was America's reaction to the event, more than the event itself, that defines who we are. A few evil people blew up the Alfred P. Murrah Federal Building, but it was a multitude of good-hearted Americans who came to the rescue and picked up the pieces. As often happens, it was the worst among us who managed to bring out our best.</p>
<p>More than 20 photographers contributed their film to make this book. As professionals, they must remain detached from the horror they witness, but this professional necessity does not stop them from caring deeply. This book was born of a desire on the part of the photographers, editors, writers, publishers, printers and bookstores to give something back, to somehow help the people who suffered.</p>
<p>This book is dedicated to the victims and their families and to all of the heroes of Oklahoma City (Editor's Note ).</p>"
Why I Am a Muslim : An American Odyssey,['Asma Gull Hasan'],"In the wake of 9-11, the activities of Osama Bin Laden and Hamas, and the recent Gulf War, the Western press have been filled with information and mis-information about the true nature of Islam. Is it a feudal misogynist belief system that is a threat to Western values? Is it an ideology of oppression? Or, is it a faith tradition that is as varied as Christianity, a big tent that includes not only the extremists that we read about in the daily press, but also a majority of followers who are committed to an authentic spirituality that embraces many of the values shared by the mainstream in Europe and America? Why I Am a Muslim is a gentle analysis of those issues. Part memoir and part guide, it represents the side of Islam that is left out of the daily newspapers. For Asma Hasan, being a Muslim is not merely a matter of birth, but a matter of choice. In seven chapters, she presents seven reasons why she is committed to Islam and why it is a viable spiritual option for anyone.<p> Based on her understanding of the Qur'an and her upbringing as a Muslim, she articulates a vision of Islam that is ethnically diverse, tolerant of others, and supportive of the rights of women. She presents a spiritual tradition that contains a rich mystical tradition and that allows individuals to have a direct relationship with God. Why I Am a Muslim is an important book that will provide readers everywhere with an understanding and appreciation of a frequently misunderstood religious tradition. Hasan successfully articulates a vision of one of the world's great religions that readers within and without Islam will find engaging and challenging.</p>"
Muhammad Ali In Perspective,"['Thomas Hauser', 'Muhammad Ali']","It wasn't easy, doing what Ali did in Atlanta. But this is a man who, all his life, has come up with one incredibly gutsy performance after another. There was no way he could beat Sonny Liston. So he went out and beat Sonny Liston. There was no way he'd give up his title. So as an act of principle, he gave up the heavyweight championship of the world. He beat George Foreman, when everyone knew he couldn't. He won the heavyweight crown for a third time, against Leon Spinks, when he was too old to win. Each time the world thought Ali was out of miracles, he performed another miracle. That's Muhammad Ali, In Perspective. And what you had in Atlanta was a wonderful reaffirmation of just how much Muhammad Ali means to the world. Three billion people were watching. Three billion people were in love with one man. Three billion people, even if it was just for a moment, had all the hate and petty prejudices removed from their hearts, and felt nothing but love. That's a miracle."
Linens: Elements Of The Table,"['Sara Slavin', 'Deborah Jones']","Linens are a blank canvas that invites creativity and are the foundation for an inviting table. The possibilities are as infinite as the variations in textures, colors, folds, and embellishments. Linens explores it all, from hope chest heirlooms and flea market treasures to artful napkin folding, elegant hand-stitching, and creative customizing, all with imagination-sparking style and beautifully evocative photography."
Seed Leaf Flower Fruit,['Maryjo Koch'],"Maryjo Koch applies her loving watercolor brush and witty pen to everything from homeopathic cures and photosynthesis to fragrances and the influence of plants on architecture.

                        <p>Koch's original--and exceedingly popular--nature studies, Bird Egg Feather Nest and Pond Lake River Sea, combine inimitable style and whimsy with informative depth and detail. Now she applies her loving watercolor brush and witty pen to the botanical world. 100 illustrations.
</p>"
Flowers (the Cultivated Gardener),"['Joyce', 'Kristin']","Masterworks by Manet, Georgia O'Keeffe, and Van Gogh are accompanied by writings that evoke, explore, and delight in the beauty of flowers.

                        <p>The Cultivated Gardener series pairs gorgeous full-color reproductions of masterpieces with quotes from great writers from the Middle Ages to the present. In Flowers, masterworks by Botticelli, Manet, Georgia O'Keeffe, and Van Gogh are accompanied by writings that evoke, explore, and delight in the beauty of flowers. 40 color illustrations.
</p>"
It's Christmas! (festive Peanuts),['Charles M Schulz'],Nothing can top the thrill of waking up on Christmas morning eager to begin a day of celebration. And no one knows how to celebrate better than the Peanuts gang! This delightful collection brings all the fun and excitement of the holidays to life as our favorite characters welcome Christmas into their homes...and doghouses...and warm little nests.
Daniel Boone: Young Hunter And Tracker (childhood Of Famous Americans),['Augusta Stevenson'],"One of the most popular series ever published for young Americans, these classics have been praised alike by parents, teachers, and librarians. With these lively, inspiring, fictionalized biographies - easily read by children of eight and up - today's youngster is swept right into history.

                        <p>Recreates the early life of the frontier hero who blazed a trail through the Cumberland Gap and led the first white settlers into Kentucky.
</p>"
Banish Back Pain The Pilates Way,['Anna Selby'],"Pilates expert Anna Selby has developed a special exercise program to get you out of pain and back on your feet. Starting with gentle exercises to mobilize the body after injury, it gradually builds up to more difficult exercises to strengthen the back and supporting muscles to protect against future back problems. And because Pilates is a gentle and low impact exercise, you can work the body without the risk of further injury."
Greens: A Country Garden Cookbook,['Sibella Kraus'],"Sibella Kraus, acclaimed fresh produce expert, serves up flavorful leafy greens, from sorrel, leek and mushroom tart to classic Caesar salad."
"Much Depends On Dinner, Title Page Verso: The Extraordinary History And Mythology, Allure And Obsessions, Perils And Taboos Of An Ordinary Meal","['Visser, Margaret (author.)']","'Since Eve ate apples, ' wrote Byron, 'much depends on dinner, ' and in this delightful and intelligent book, Margaret Visser proves how right he was. Built around the menu of a simple meal--corn on the cob with salt and butter, roast chicken with rice, salad dressed in lemon juice and olive oil, and ice cream--Much Depends on Dinner corrects our lack of knowledge of these most ubiquitous of foods and lays before us a captivating register of facts, myths, fetishes, and rituals that stretches back into our early history.

                        <p>Visser takes us back in time to reconstruct the anthropology , mythology, and technology of simple meals.
</p>"
A Witness To Genocide: The 1993 Pulitzer Prize-winning Dispatches On The Ethnic Cleansing Of Bosnia,['Roy Gutman'],"Straight from today's front-page headlines comes this shocking firsthand account of the current genocide perpetrated by Bosnia's Serbs against that country's Muslims. A Witness to Genocide is a compilation of Newsday foreign correspondent Roy Gutman's reports from Bosnia, which won the 1993 Pulitzer Prize for International Reporting. Gutman and photographer Andree Kaiser (whose photos illustrate this book) were the first Western journalists to visit the death camps, and Gutman was the first to interview the survivors and report on the atrocities that were taking place there. His articles were partly responsible for the United Nations' condemnation of the camps and insistence that the International Red Cross be allowed to inspect them. The articles include survivors' accounts of being transported to the camps in cattle cars in which many died of starvation or suffocation, the systematic murder of prisoners, the government-ordered rape of all Muslim girls and women, and the destruction of the six-hundred-year-old Muslim cultural heritage, including over half of all mosques, historical sites, and libraries. Not since the Holocaust have such widespread, blatant, and unrestrained atrocities been committed against a defenseless minority. The articles are framed by a comprehensive prologue in which the recent history and breakup of Yugoslavia are explained, and an epilogue in which Gutman gives his recommendations on how to put a stop to this ongoing tragedy, and prevent others in its wake."
The Color Garden (red : Single Color Plantings For Dramatic Landscapes),['Elvin Mcdonald'],"The dazzling possibilities of tint, tone, and hue are explored and depicted as never before for the garden using one vibrant color scheme."
The Color Garden (Blue) : Single Color Plantings for Dramatic Landscapes,['Elvin McDonald'],"The dazzling possibilities of tint, tone, and hue are explored and depicted as never before for the garden using one vibrant color scheme."
Candles: Elements Of A Perfect Table (elements Of The Table),['Sara Slavin'],"The simple act of sharing a meal while watching candlelight flicker in the eyes of those we care about is one of life's purest pleasures, while the almost magical power of fire is evidenced in the way we call sweethearts ""flames"" and ritually light candles to welcome the sacred at Hanukkah and Advent. Filled with innovative ideas and inspiring full-color photos, Candles offers a wealth of ways to use candles in settings both simple and grand, classical and contemporary. It reveals the infinite variety of candle sizes, colors, scents, and shapes available today and provides dozens of creative suggestions for personalizing and enhancing this integral element of a captivating table."
Illustrated Elements Of Tai Chi,['Angus Clark'],"This beautifully illustrated full color guide to Tai Chi is an exquisitely photographed, informative, and practical guide to the life-enhancing practice of the short form of Tai-Chi."
"Pilates Over 50: Longer, Leaner, Stronger, Younger",['Lesley Ackland'],This book combines low-impact exercises with resistance training and weight-bearing exercise—crucial for building and maintaining bone density.
"Lose Wheat, Lose Weight",['Antoinette Savill'],"This book shows you how you can feel better and lose weight too when you become a wheat watcher. 
<p>In <i>Lose Wheat, Lose Weight,</i> award-winning cookery writer Antoinette Savill, herself a sufferer of food allergies, has teamed up with nutritionist Dawn Hamilton to create a new kind of diet book which will help you lose weight, detox, and regain lost energy... the healthy way.</p>"
Live Better: Ashtanga Yoga: Exercises And Inspirations For Well-being,['Anton Simmha'],"This is a practical and inspirational book for anyone who wishes to improve their physical, mental, and spiritual well-being."
The Dalai Lama's book of transformation,['His Holiness the Dalai Lama'],This practical little gem will guide and inspire Buddhists and non-Buddhists alike.
Picasso: In His Words,['Pablo Picasso'],"This provocatively designed book of power and beauty directly reveals the man, his art, and his thinking."
Wannabe A Spice Girl: A Beginner's Guide To Girl Power,"['Leigh', 'Mark; Lepine', 'Mike']","This spoof guide to the culture of the Spice Girls tells you everything you need to know about achieving chart-topping fame and fanatical adoration. Meet the Spices who never made it, delve into the top-secret pages of a Spice's diary and sift through the lyrics which didn't come up to scratch."
Inside Tibetan Buddhism: Rituals And Symbols Revealed,"['Thurman, Robert A. F.']","Through a spectacular, film-like sequence of beautiful and compelling photographs and iconographic imagery, this unique volume explores the rituals and symbols of one of the world's greatest religions."
A Day In The Life Of The National Hockey League,['Productions Sta Opus'],"To some, March 23, 1996, may have just been another Saturday, but for 26 National Hockey League teams, more than 600 professional hockey players, countless men and women behind the scenes and millions of fans, March 23 will be forever remembered as <i>A Day in the Life of: The National Hockey League</i>. 
<p>During the heat of pre-playoff competition, 80 of the world's best sports and lifestyle photographers set out to create images depicting the thrill and excitement of the National Hockey League. Beginning at 12 a.m., these renowned photographers sought out the essence and spirit of ""the Coolest Game on Earth,"" not only through the players but also through the fans, officials, families, media, past NHLers and the countless others for whom NHL hockey is more than just a game. They captured the mounting excitement as the ice was prepped, the sticks taped, the microphones checked and as 18 teams prepared both mentally and physically for nine games across North America: They also covered the eight other teams as they traveled, practiced and prepared for their games in days ahead. The resulting visual celebration, with over 300 photographs created both on and off the ice, presents a never-before-seen look at <i>A Day in the Life of: The National Hockey League</i>.</p>
<p>In addition to dramatic photographs of game action, <i>A Day in the Life of: The National Hockey League</i> features candid portraits of some of hockey's current superstars, including Wayne Gretzky, Pavel Bure, Brett Hull and Mario Lemieux.</p>
<p>Also featured are coaches, such as Mike Keenan and Scotty Bowman, former hockey greats such as Denis Potvin and Henri Richard as well as a look into the NHL offices as they prepare for <i>A Day in the Life of: The National Hockey League</i>. These captivating photographs are accompanied by essays written by some of North America's foremost sports writers. With a foreword by NHL commissioner Gary Bettman, <i>A Day in the Life of: The National Hockey League</i> is a tribute to NHL hockey throughout North America, both in words and pictures.</p>"
Life Is Like A Ten-speed Bicycle,"['Charles M. Schulz', 'Richard Dominick']","To whom do Charlie Brown and the Peanuts gang turn for advice? Why to Linus, of course - the blanket-toting, reflective sage of the group. In Life Is Like A Ten-Speed Bicycle, Linus shares some of his philosophical musings and teaches us all a little bit about life and happiness."
Ball Four: Twentieth Anniversary Edition,['Jim Bouton'],"Twentieth-anniversary edition of a baseball classic, with a new epilogue by Jim Bouton.
<p>When first published in 1970, Ball Four stunned the sports world. The commissioner, executives, and players were shocked. Sportswriters called author Jim Bouton a traitor and ""social leper."" Baseball commissioner Bowie Kuhn tried to force him to declare the book untrue. Fans, however, loved the book. And serious critics called it an important social document. Today, Jim Bouton is still not invited to Oldtimer's Days at Yankee Stadium. But his landmark book is still being read by people who don'tordinarily follow baseball.</p>


                        <p>Unavailable for several years, Ball Four, in this twentieth-anniversary edition, is sure to be discovered by a whole new generation of readers as more than a trailblazing sports book, but also a great book on the American dream fulfilled.
</p>"
The Film Director: A Practical Guide To Motion Pictures And Television Techniques,"['Richard L. Bare', 'Robert Wise']","Whether you're planning a short for friends or for school, or a major career as a director, <i>The Film Director</i> should go at the top of your list - even before you buy your first roll of film. It's the first step-by-step practical handbook by a pro's pro - a student filmmaker (USC) turned professional - who has been an award-winning TV and movie director for two decades. Bare takes the beginner all the way from fundamentals of camera angle, sound synch, lighting and setting to what a beginning director's salary scale is and what he can expect to make on reruns of his films. 
<p>But here is much more than a solid, nuts-and-bolts textbook. It's a fascinating behind-the-camera look at the director's world, with firsthand examples from such giants as Hitchcock, Wilder, Kubrick, Nichols, Stevens, Wise and Vidor. And in addition to the mechanics and techniques of staging and handling the camera, it outlines the dramatic and emotional methods of coaxing the best performance from actors and actresses, and tells how to keep the story moving.</p>"
Breakfast In Bed: 90 Recipes For Creative Indulgences,['Jesse Z. Cool'],"With ninety recipes to choose from, Jesse Ziff Cool, overseeing chef and owner of Flea St. Cafe in Menlo Park, California, reminds us just how important it is to treat ourselves right. Call it indulgence, but this simple attention to self is guaranteed to start any day off right. Nurture yourself and your loved one with comfort foods like Real Corned Beef Hash or Old-Fashioned Bread and Butter Pudding - every bit as good, maybe even better, savored in the morning than at night. Omelets and frittatas, pancakes and waffles, and marvelous side dishes like Scalloped Potatoes will tempt you. Let the singular aroma of homemade baked goods - Cinnamon-Brown Sugar Drop Biscuits or Bacon, Cheddar, and Parsley Soda Bread, to name only two -- infiltrate and disarm your house, your loved one, and yourself. Or, serve up one of Jesse Ziff Cool's special breakfast menus. Twenty-six exquisite four-color photographs prove how appealing breakfast under the covers can be."
Kaffir Boy In America,['Mathabane'],"Written with courage and conviction, Mark Mathbane's reveals the extraordinary memoir of growing up in a world under apartheid. B&amp;W photo insert.

                        <p>A unique, first-person account of growing up black under apartheid.
</p>"
